Fecha,Tipo de Comida,Composicion del Plato,Cocinada,Preparada,Dia de la semana,Hora,Bebida,Agua,Frutas/Verduras,Carne,Proteinas,Carbohidratos,Vegano,
22/08,Desayuno,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Domingo,09:23,Mate,0,1,0,1,1,0,										
22/08,Almuerzo,Asado con ensalada   agua,1,0,Domingo,12:55,Agua,1,1,1,1,0,0,										
22/08,Merienda,Mate   Tostada con queso y mermelada   duraznos   agua,1,0,Domingo,18:29,Mate,0,1,0,1,1,0,										
22/08,Cena,Wrap con lechuga   tomate   queso   jamón   tomate   uvas   agua,1,0,Domingo,21:03,Agua,1,1,1,1,1,0,										
23/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Lunes,08:15,Cafe,0,1,0,1,1,0,										
23/08,Almuerzo,Wok de vegetales   agua,1,0,Lunes,13:22,Agua,1,1,0,0,1,1,										
23/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Lunes,17:09,Mate,0,1,0,1,1,1,										
23/08,Cena,Sushi   agua,0,1,Lunes,21:18,Agua,1,1,1,1,1,0,										
24/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Martes,08:16,Cafe,0,1,0,1,1,0,										
24/08,Almuerzo,Hamburguesa de garbanzos con ensalada   banana   durazno   agua,1,0,Martes,13:24,Agua,1,1,0,1,1,1,										
24/08,Merienda,Mate   tostada con queso   naranjas   agua,1,0,Martes,17:23,Mate,0,1,0,1,1,0,										
24/08,Cena,Milanesa de carne con ensalada   banana   agua,1,0,Martes,21:04,Agua,1,1,1,1,1,0,										
25/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Miércoles,08:12,Cafe,0,1,0,1,1,0,										
25/08,Almuerzo,Tarta de verduras   naranja   agua,1,0,Lunes,13:12,Agua,1,1,0,0,1,1,										
25/08,Merienda,Mate   tostada con mermelada   naranja,1,0,Miércoles,17:17,Mate,0,1,0,1,1,1,										
25/08,Cena,Milanesa de carne con ensalada   mandarina   agua,1,0,Viernes,13:22,Agua,1,1,1,1,1,0,										
26/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Jueves,08:22,Cafe,0,1,0,1,1,0,										
26/08,Almuerzo,Fideos con verduras   agua,1,0,Jueves,13:15,Agua,1,1,0,0,1,1,										
26/08,Merienda,Yogur con granola y banana   agua,1,0,Jueves,17:14,Agua,1,1,0,1,1,0,										
26/08,Cena,Hamburguesa con papas fritas   agua,1,0,Jueves,21:09,Agua,1,0,1,1,1,0,										
27/08,Desayuno,Mate   tostada con mermelada   naranja,1,0,Viernes,08:20,Mate,0,1,0,0,1,1,										
27/08,Almuerzo,Milanesa de pollo con ensalada   banana   agua,1,0,Viernes,13:22,Agua,1,1,1,1,1,0,										
27/08,Merienda,Mate   tostada con mermelada,1,0,Viernes,17:09,Mate,0,0,0,0,1,1,										
27/08,Cena,Sushi   agua,0,1,Viernes,22:35,Agua,1,1,1,1,1,0,										
28/08,Desayuno,Yogur con granola y banana   agua,1,0,Sábado,10:02,Agua,1,1,0,1,1,0,										
28/08,Almuerzo,Wrap con lechuga   tomate   queso   jamón   tomate   uvas   agua,1,0,Sábado,13:22,Agua,1,1,1,1,1,0,										
28/08,Merienda,Mate   tostada con queso   naranjas   agua,1,0,Sábado,19:03,Mate,0,1,0,1,1,0,										
28/08,Cena,Sushi   agua,0,1,Sábado,21:12,Agua,1,0,1,1,1,0,										
29/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Domingo,10:15,Cafe,0,1,0,1,1,0,										
29/08,Almuerzo,Tortilla de papas con ensalada   naranja   agua,1,0,Domingo,13:21,Agua,1,1,0,1,1,0,										
29/08,Merienda,Mate   tostada con mermelada,1,0,Domingo,18:19,Mate,0,0,0,0,1,1,										
29/08,Cena,Empanadas de verdura   agua,0,1,Domingo,20:33,Agua,1,1,0,0,1,1,										
30/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Lunes,08:02,Cafe,0,1,0,1,1,0,										
30/08,Almuerzo,Fideos con verduras   agua,1,0,Lunes,12:55,Agua,1,1,0,0,1,1,										
30/08,Merienda,Mate   medialunas,1,0,Lunes,17:20,Mate,0,0,0,0,1,1,										
30/08,Cena,Hamburguesa de espinaca y queso con batatas fritas   naranja   uvas   agua,1,0,Lunes,21:03,Agua,1,1,0,1,1,0,										
31/08,Desayuno,Café   tostada con palta   huevo revuelto   durazno   agua,1,0,Martes,08:11,Cafe,0,1,0,1,1,0,										
31/08,Almuerzo,Milanesa de carne con ensalada   banana   agua,1,0,Martes,12:49,Agua,1,1,1,1,1,0,										
31/08,Merienda,Café con medialunas,0,1,Martes,17:08,Cafe,0,0,0,0,1,1,										
31/08,Cena,Empanadas de verdura   agua,0,1,Martes,20:39,Agua,1,1,0,0,1,0,										
